Informe de palabras clave de búsqueda
25 de mayo de 2026 - 1 de junio de 2026
Estado de palabras clave,Palabra clave,Tipo de concordancia,Campaña,Grupo de anuncios,Estado,Motivos del estado,URL final,Código de moneda,CPV prom. de TrueView,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Clics,Porcentaje de conv.,Valor de conv.,Valor de conv./costo,Conversiones,Prom. CPC,Costo/conv.,Valor de conv. original
Habilitado,moto 125 oferta,Concordancia amplia,Search - Motos Taiga,Taiga TL 125,Apta,,,USD,0,0.00,56,0,0.00%,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto automática precio],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga tl 125,Concordancia amplia,Search - Motos Taiga,Taiga TL 125,Apta,,,USD,0,14.09,119,6,5.04%,0.28,1.68,6,3.79%,0.23,0.14,0.23,0.28,7.36,0.23
Detenido,[moto 125 paraguay],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[comprar moto 125],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,"""moto taiga 110 precio py""",Concordancia de frase,Search - Motos Taiga,Taiga TL 110,Detenida,detenido; publicación limitada,https://inverfin.com.py/products/moto-taiga-tl-110-2g-free?_pos=1&_psq=taiga+tl+1&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto taiga 110,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,,USD,0,32.89,225,33,14.67%,0.22,7.40,33,21.11%,6.97,0.94,6.97,0.22,1.06,6.97
Habilitado,moto trabajo 110,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,12.50,99,7,7.07%,0.18,1.24,7,29.07%,2.03,1.64,2.03,0.18,0.61,2.03
Detenido,moto automática precio,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto trabajo 125,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto 125 precio,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=125+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto 110 cuotas,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,28.29,191,13,6.81%,0.42,5.40,13,29.99%,3.90,0.72,3.90,0.42,1.39,3.90
Detenido,comprar moto online paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga 110 precio paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,,USD,0,72.68,21,4,19.05%,0.38,1.53,4,52.59%,2.10,1.38,2.10,0.38,0.73,2.10
Detenido,moto barata paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto automática precio],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto 110 precio],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto económica paraguay],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto 110 oferta,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,13.12,522,38,7.28%,0.18,6.85,38,23.47%,8.92,1.30,8.92,0.18,0.77,8.92
Habilitado,taiga tl 110,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,,USD,0,14.53,30,3,10.00%,0.15,0.44,3,0.00%,0.00,0.00,0.00,0.15,0.00,0.00
Detenido,[comprar moto 125],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto 125 oferta,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=125+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto star 110 precio,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,,USD,0,35.09,335,57,17.01%,0.21,11.75,57,35.22%,20.08,1.71,20.08,0.21,0.59,20.08
Habilitado,moto 110 paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,,USD,0,18.09,119,12,10.08%,0.18,2.15,12,8.33%,1.00,0.46,1.00,0.18,2.15,1.00
Detenido,[moto 110 paraguay],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto 125 precio],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga 110,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,,USD,0,26.13,73,12,16.44%,0.16,1.91,12,16.46%,1.98,1.04,1.98,0.16,0.97,1.98
Detenido,[taiga tl 110],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,https://inverfin.com.py/products/moto-taiga-tl-110-2g-free?_pos=1&_psq=taiga+tl+1&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto 125 paraguay],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto automática oferta,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto 110 inverfin,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,,USD,0,45.08,36,10,27.78%,0.16,1.62,10,15.70%,1.57,0.97,1.57,0.16,1.03,1.57
Detenido,moto 125 cuotas,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[comprar moto 110],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto 110 precio,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,18.08,"5,809",465,8.00%,0.23,105.03,465,32.78%,152.41,1.45,152.41,0.23,0.69,152.41
Detenido,moto económica paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,[taiga mawi 125],Concordancia exacta,Search - Motos Taiga,Taiga TL MAWI,No apta,grupo de anuncios detenido,https://inverfin.com.py/products/moto-taiga-mawi-125?_pos=1&_psq=mawi&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto kenton 110,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; baja calidad,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin taiga,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,3.50,4,3,75.00%,0.00,0.01,3,0.00%,0.00,0.00,0.00,0.00,0.00,0.00
Habilitado,inverfin catálogo motos,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,67.22,28,10,35.71%,0.19,1.88,10,377.23%,37.72,20.04,37.72,0.19,0.05,37.72
Habilitado,moto taiga inverfin,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,5.00,2,1,50.00%,0.01,0.01,1,0.00%,0.00,0.00,0.00,0.01,0.00,0.00
Habilitado,moto automatica oferta,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,24.52,71,8,11.27%,0.22,1.74,8,11.72%,0.94,0.54,0.94,0.22,1.86,0.94
Habilitado,inverfin motos,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,25.74,"1,658",842,50.78%,0.05,42.68,842,22.70%,191.17,4.48,191.17,0.05,0.22,191.17
Habilitado,inverfin motos precios,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,25.39,31,22,70.97%,0.04,0.79,22,22.74%,5.00,6.36,5.00,0.04,0.16,5.00
Detenido,[comprar moto 110],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto trabajo 125,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,ventas de motos en paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,20.13,"1,025",108,10.54%,0.19,20.63,108,18.65%,20.14,0.98,20.14,0.19,1.02,20.14
Detenido,comprar moto online paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto automática precio],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin moto,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,29.27,30,22,73.33%,0.04,0.88,22,38.54%,8.48,9.66,8.48,0.04,0.10,8.48
Detenido,[taiga maxi],Concordancia exacta,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[taiga tl 110],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/products/moto-taiga-tl-110-2g-free?_pos=1&_psq=taiga+tl+1&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto automática oferta,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto honda wave 110 precio paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto económica paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[comprar moto 125],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto 110 precio,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,motos taiga catalogo,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,28.40,629,72,11.45%,0.25,17.86,72,24.85%,17.89,1.00,17.89,0.25,1.00,17.89
Detenido,[moto 125 paraguay],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto taiga,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,20.35,229,79,34.50%,0.06,4.66,79,24.72%,19.53,4.19,19.53,0.06,0.24,19.53
Habilitado,motos inverfin,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,9.19,69,37,53.62%,0.02,0.63,37,13.56%,5.02,7.91,5.02,0.02,0.13,5.02
Detenido,moto 110 oferta,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto 125 cuotas,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto kenton 125,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Apta,,,USD,0,20.97,"1,574",145,9.21%,0.23,33.00,145,21.06%,30.54,0.93,30.54,0.23,1.08,30.54
Habilitado,moto inverfin,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,7.34,109,67,61.47%,0.01,0.80,67,1.57%,1.05,1.31,1.05,0.01,0.76,1.05
Detenido,moto 125 oferta,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=125+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,"""taiga maxi precio cuotas""",Concordancia de frase,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; publicación limitada,https://inverfin.com.py/products/moto-taiga-tl125-maxi-2024?_pos=1&_psq=maxi&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga maxi,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Apta,,,USD,0,28.28,413,57,13.80%,0.20,11.68,57,20.51%,11.69,1.00,11.69,0.20,1.00,11.69
Habilitado,[lavarropas ofertas inverfin],Concordancia exacta,Search Brand - Inverfin,Lavarropas,No apta,publicación limitada; grupo de anuncios detenido,https://inverfin.com.py/collections/lavarropas-hotsale-2024,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin catalogo,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Apta,,,USD,0,21.88,"2,579","1,045",40.52%,0.05,56.42,"1,045",0.00%,0.00,0.00,0.00,0.05,0.00,0.00
Detenido,aire acondicionado oferta,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,split precio paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter ahorro energía,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000 btu precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000 btu oferta,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,a/c precio paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,mejor aire inverter 2025,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter en promoción,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,a/c 9000 btu cuotas,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,mejor aire acondicionado 2025,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado precio paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio aire inverter paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin electrodomésticos,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,venta de aires acondicionados online,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire split barato,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado barato,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,comprar aire acondicionado,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter barato,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire 9000 btu,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,split inverter precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,split 9000 btu paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,ofertas aire acondicionado hoy,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire split paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,ofertas aire acondicionado,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter oferta,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin aire acondicionado,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire barato paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado cuotas,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Apta,,,USD,0,17.48,"23,515","14,573",61.97%,0.03,411.11,"14,573",0.00%,25.13,0.06,0.30,0.03,1387.88,25.13
Detenido,[aire 9000 btu],Concordancia exacta,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado entrega inmediata,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio aire acondicionado paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter 12000 btu precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado split precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter cuotas,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado promoción,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter bajo consumo,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado split oferta,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[aire acondicionado 9000],Concordancia exacta,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
